	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV67	NA	NA	NA	NA	NA	NA	NA
ASV68	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV69	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV70	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia glacialis
ASV71	NA	NA	NA	NA	NA	NA	NA
ASV72	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens
ASV73	NA	NA	NA	NA	NA	NA	NA
ASV74	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV75	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV76	NA	NA	NA	NA	NA	NA	NA
ASV77	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV78	NA	NA	NA	NA	NA	NA	NA
ASV79	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV80	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV81	NA	NA	NA	NA	NA	NA	NA
ASV82	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV83	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV84	NA	NA	NA	NA	NA	NA	NA
ASV85	NA	NA	NA	NA	NA	NA	NA
ASV86	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium verticillioides
ASV87	NA	NA	NA	NA	NA	NA	NA
ASV88	NA	NA	NA	NA	NA	NA	NA
ASV89	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	NA
ASV90	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	NA
ASV91	Fungi	Ascomycota	Dothideomycetes	Gloniales	Gloniaceae	Cenococcum	NA
ASV93	NA	NA	NA	NA	NA	NA	NA
ASV94	NA	NA	NA	NA	NA	NA	NA
ASV95	Fungi	NA	NA	NA	NA	NA	NA
ASV96	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV97	NA	NA	NA	NA	NA	NA	NA
ASV98	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV99	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV100	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV101	NA	NA	NA	NA	NA	NA	NA
ASV102	NA	NA	NA	NA	NA	NA	NA
ASV103	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tellustris
ASV104	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV105	NA	NA	NA	NA	NA	NA	NA
ASV106	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	NA
ASV107	Fungi	NA	NA	NA	NA	NA	NA
ASV108	NA	NA	NA	NA	NA	NA	NA
ASV109	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV110	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV111	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Devriesia	NA
ASV112	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV113	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV114	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnellula	NA
ASV115	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala heteromorpha
ASV116	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	NA
ASV117	Fungi	NA	NA	NA	NA	NA	NA
ASV118	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrypella	Diatrypella favacea
ASV120	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV121	NA	NA	NA	NA	NA	NA	NA
ASV122	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV123	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV124	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	NA
ASV125	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV127	NA	NA	NA	NA	NA	NA	NA
ASV128	NA	NA	NA	NA	NA	NA	NA
ASV129	NA	NA	NA	NA	NA	NA	NA
ASV131	Fungi	NA	NA	NA	NA	NA	NA
ASV132	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV134	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV135	Fungi	NA	NA	NA	NA	NA	NA
ASV137	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV138	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV139	NA	NA	NA	NA	NA	NA	NA
ASV141	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani
ASV142	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV143	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
ASV144	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
ASV145	Fungi	Basidiomycota	Agaricomycetes	Atheliales	NA	NA	NA
ASV146	NA	NA	NA	NA	NA	NA	NA
ASV147	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV148	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV149	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV150	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV151	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV152	NA	NA	NA	NA	NA	NA	NA
ASV153	NA	NA	NA	NA	NA	NA	NA
ASV154	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV155	NA	NA	NA	NA	NA	NA	NA
ASV156	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV157	NA	NA	NA	NA	NA	NA	NA
ASV158	NA	NA	NA	NA	NA	NA	NA
ASV159	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	NA
ASV160	NA	NA	NA	NA	NA	NA	NA
ASV161	NA	NA	NA	NA	NA	NA	NA
ASV162	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercosporella	Cercosporella tinosporae
ASV163	NA	NA	NA	NA	NA	NA	NA
ASV164	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
ASV165	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV166	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV167	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV168	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV169	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ustus
ASV170	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV171	NA	NA	NA	NA	NA	NA	NA
ASV172	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani
ASV173	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV174	NA	NA	NA	NA	NA	NA	NA
ASV175	NA	NA	NA	NA	NA	NA	NA
ASV176	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia glacialis
ASV177	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	NA
ASV178	NA	NA	NA	NA	NA	NA	NA
ASV180	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans
ASV182	NA	NA	NA	NA	NA	NA	NA
ASV183	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV184	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii
ASV185	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	NA
ASV186	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV187	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV188	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV189	NA	NA	NA	NA	NA	NA	NA
ASV190	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV191	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV192	Fungi	Rozellomycota	NA	NA	NA	NA	NA
ASV193	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV194	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	NA
ASV195	NA	NA	NA	NA	NA	NA	NA
ASV196	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV197	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	NA
ASV198	NA	NA	NA	NA	NA	NA	NA
ASV200	NA	NA	NA	NA	NA	NA	NA
ASV201	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV203	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrypella	Diatrypella favacea
ASV204	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV205	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV206	NA	NA	NA	NA	NA	NA	NA
ASV207	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV208	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	NA
ASV209	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	NA
ASV210	NA	NA	NA	NA	NA	NA	NA
ASV211	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV212	Fungi	NA	NA	NA	NA	NA	NA
ASV213	Fungi	NA	NA	NA	NA	NA	NA
ASV214	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV215	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria longipes
ASV218	NA	NA	NA	NA	NA	NA	NA
ASV219	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia tenuis
ASV220	NA	NA	NA	NA	NA	NA	NA
ASV221	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV222	NA	NA	NA	NA	NA	NA	NA
ASV223	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii
ASV224	NA	NA	NA	NA	NA	NA	NA
ASV225	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula paludigena
ASV226	NA	NA	NA	NA	NA	NA	NA
ASV227	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV228	NA	NA	NA	NA	NA	NA	NA
ASV229	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Protousnea	Protousnea dusenii
ASV230	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria longipes
ASV231	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV232	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula paludigena
ASV233	Fungi	NA	NA	NA	NA	NA	NA
ASV234	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	NA
ASV235	Viridiplantae	Anthophyta	Eudicotyledonae	Ericales	Ericaceae	Pyrola	NA
ASV237	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV238	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora musae
ASV239	NA	NA	NA	NA	NA	NA	NA
ASV240	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV241	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV242	Fungi	NA	NA	NA	NA	NA	NA
ASV243	NA	NA	NA	NA	NA	NA	NA
ASV244	NA	NA	NA	NA	NA	NA	NA
ASV245	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista plumbea
ASV246	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercosporella	Cercosporella tinosporae
ASV247	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV248	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria tenuissima
ASV249	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV250	NA	NA	NA	NA	NA	NA	NA
ASV251	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium subspirilliferum
ASV252	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV253	NA	NA	NA	NA	NA	NA	NA
ASV254	NA	NA	NA	NA	NA	NA	NA
ASV255	Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA	NA
ASV256	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
ASV257	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV258	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV259	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV260	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV261	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula paludigena
ASV262	NA	NA	NA	NA	NA	NA	NA
ASV263	NA	NA	NA	NA	NA	NA	NA
ASV264	NA	NA	NA	NA	NA	NA	NA
ASV265	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium erinaceus
ASV266	NA	NA	NA	NA	NA	NA	NA
ASV267	NA	NA	NA	NA	NA	NA	NA
ASV268	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	NA
ASV269	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	NA
ASV270	NA	NA	NA	NA	NA	NA	NA
ASV271	Viridiplantae	Anthophyta	Eudicotyledonae	Ericales	Ericaceae	Pyrola	NA
ASV272	NA	NA	NA	NA	NA	NA	NA
ASV273	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
ASV274	Fungi	NA	NA	NA	NA	NA	NA
ASV275	NA	NA	NA	NA	NA	NA	NA
ASV276	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV277	NA	NA	NA	NA	NA	NA	NA
ASV278	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Circinotrichum	NA
ASV279	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii
ASV280	Fungi	NA	NA	NA	NA	NA	NA
ASV281	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV282	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV283	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV284	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
ASV285	NA	NA	NA	NA	NA	NA	NA
ASV286	Fungi	NA	NA	NA	NA	NA	NA
ASV287	NA	NA	NA	NA	NA	NA	NA
ASV289	Fungi	NA	NA	NA	NA	NA	NA
ASV290	Fungi	NA	NA	NA	NA	NA	NA
ASV291	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV292	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV294	NA	NA	NA	NA	NA	NA	NA
ASV295	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
ASV296	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV297	NA	NA	NA	NA	NA	NA	NA
ASV298	Fungi	NA	NA	NA	NA	NA	NA
ASV299	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii
ASV300	NA	NA	NA	NA	NA	NA	NA
ASV301	NA	NA	NA	NA	NA	NA	NA
ASV302	NA	NA	NA	NA	NA	NA	NA
ASV303	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	NA
ASV304	Fungi	NA	NA	NA	NA	NA	NA
ASV305	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV306	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ustus
ASV307	NA	NA	NA	NA	NA	NA	NA
ASV308	NA	NA	NA	NA	NA	NA	NA
ASV309	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	NA	NA
ASV310	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium	Hericium erinaceus
ASV311	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV312	Fungi	NA	NA	NA	NA	NA	NA
ASV313	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	NA
ASV314	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV315	NA	NA	NA	NA	NA	NA	NA
ASV316	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
ASV317	NA	NA	NA	NA	NA	NA	NA
ASV318	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA	NA
ASV319	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium globosum
ASV320	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
ASV322	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV324	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV325	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
ASV326	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	NA	NA
ASV327	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV328	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	NA
ASV329	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
ASV330	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV331	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis
ASV332	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	NA
ASV333	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora musae
ASV334	NA	NA	NA	NA	NA	NA	NA
ASV335	NA	NA	NA	NA	NA	NA	NA
ASV336	NA	NA	NA	NA	NA	NA	NA
ASV337	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	NA
ASV338	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV339	NA	NA	NA	NA	NA	NA	NA
ASV340	NA	NA	NA	NA	NA	NA	NA
ASV341	Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA	NA
ASV342	NA	NA	NA	NA	NA	NA	NA
ASV343	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	NA
ASV344	Fungi	NA	NA	NA	NA	NA	NA
ASV345	NA	NA	NA	NA	NA	NA	NA
